date,developerResponse,review,rating,isEdited,userName,title
2024-06-17 10:35:36,"{'id': 44684242, 'body': 'Thank you for providing this feedback on the cost of Premium. We will pass this along to the team to review. If we can help with anything else, or if you would like to provide additional feedback/suggestions, please email us directly at support@myfitnesspal.com. Thank you!', 'modified': '2024-06-18T20:56:52Z'}","I used to have the premium version and it was more affordable, even though it didn’t have all the updates it was really good and well worth it. Even the free version was good and had no adds pop up and be annoying. 
I’ve wanted to start using again and Since the update the free version has to many adds and the premium version is too expensive, I can’t justify spending that much on it plus if you’re wanting a gym membership or personal training in this economy it makes it hard.",3,False,DaisyStunts,Not as good as it was
2021-12-15 06:26:25,,"You don’t realise the calories in your food until this app tells you - and then you sit back in shock. If you want to lose weight, use this app. It’s guaranteed to work it you have the discipline. It’s simple - if calories in are less than calories out, you will lose weight. Just be smart about the calories that you put in, and of course do some exercise as well to build/ maintain muscle mass.",5,False,Jayfran86,Great App - has helped me a lot
2024-02-29 03:52:47,"{'id': 42316216, 'body': 'Thank you for your review of MyFitnessPal, we are happy to hear you are enjoying the program! If you ever need support from our team, please visit: https://myfitnesspal.zendesk.com/hc/en-us or send us an email to support@myfitnesspal.com.', 'modified': '2024-03-01T17:14:58Z'}","This is amazing and helping me lose weight, at least a kilo a week for past 8weeks and still going. Learning so much about the foods I eat and helping me make choices to stick with an initial 1200cals per day and then will also help me when I’m ready to maintain y weight and never put all this excess on again. My partner also signed up and he is also losing at least a kilo week too!",5,False,Nelly_1977,Never counted calories in my life!
2020-01-04 11:11:32,,"You do know that most of the world uses the Metric system right? Well this app forgets that. Even though you might change it to metric and for the most part it does display information in this format. When adding food it does not, you still have to manually convert it over yourself. Really a poor oversight from a developer viewpoint. 

Obvious that it was developed for an American market.",5,False,Thearthunter,Some problems getting correct measurements in metric system
2018-01-14 08:19:03,,"This is a great app, the developers have put a lot of thought into how it functions. It cleverly calculates your daily calorie intake along with exercise management to reach a goal. The fatal flaw with this app is that you can’t specify custom serving sizes like many other apps of this type. The developers have suggested a clunky work around to the problem, but isn’t efficient. I would probably pay the subscription fee to use this app if allowed me to specify the weight of my food. Especially because there are other great partner apps associated with this one. Such a shame.",3,False,Mitchgeek,Great app with one fatal flaw.
2018-05-26 03:59:15,,"Usually when picking from a list of food, there are over 10 and you have to pick the one best suited to you. I love this app but I honk it could be that little bit better if there were small descriptions saying what the food was. 
For e.g: this morning I was listing the eggs Benedict that I had. There are many different options but I wasn’t sure if the one I picked included 1 or 2 eggs, bacon or ham, 1 or 2 pieces of bread nor if it came with hollandaise sauce :) I think this would be a huge improvement 
Thankyou",4,False,Th1s 1s so 4wesom3,Small description on meal choice
2023-03-11 03:32:32,"{'id': 35321101, 'body': 'Our apologies for any problems you are having. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send an email to support@myfitnesspal.com.', 'modified': '2023-03-10T19:19:43Z'}","I subscribed to this app as it had introduced a fasting function, however the fasting option only goes up-to 16 hours, this is not good enough and it should extend to at least 24 hours as a minimum. Additionally the app still “ blocks” you from closing out your food log for the day if you are under a certain calorie level this is rubbish. An absolute waist of money. I would like a refund as at no time did l see it was mentioned that fasting was limited to 16 hours. If l could give no star l would.

I have since deleted this app, the developers reply was a good representation to of the app’s problem….rubbish.",1,True,Army1981aa355038,Was once good but has not kept up with the times
2020-04-03 07:56:10,"{'id': 14447222, 'body': 'Our apologies for any problems you are having. We believe this issue should now be fixed. If you are still experiencing this problem, can you please follow the link https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send us an email to support@myfitnesspal.com for further help? Thanks.', 'modified': '2020-04-03T22:33:10Z'}","I absolutely love this app, I have the free version and I love it. I love how accurate it is and how it allows you to track everything. Although I’ve had this app for a few weeks now and recently for the past few days whenever I try to log my workout routines, I get kicked out of the entire app. I’ve tried everything but it just won’t let me log anything, it’s really frustrating because I don’t want to delete the app, as I have over a months worth of information logged on it and I like the app itself. But I feel like it’s useless to have the app if I can’t even access it 🙄",2,False,_Genna_,Glitching and getting kicked out
2022-03-13 11:25:27,"{'id': 28569476, 'body': 'Thank you so much for letting us know! We are glad to hear this. We wish you all the success in reaching and maintaining all of your diet and fitness goals.', 'modified': '2022-03-14T18:34:23Z'}","I’ve only been using this for a week so my opinion on how good the app is might not be as valid as others. it does what it’s meant to do, that’s all that counts.
i do have a request though. for workout routines i’d love to see a wider range for swimming exercises other than “swim”. i want different types of swimming styles to be available. like butterfly and backstroke and breast stroke. and even using kickboards and paddles",5,False,lelolman,"Pretty Good, one request though"
2023-08-24 02:56:49,"{'id': 38529531, 'body': 'Thank you for your review of MyFitnessPal, we are happy to hear you are enjoying the program! If you ever need support from our team, please visit: https://myfitnesspal.zendesk.com/hc/en-us or send us an email to support@myfitnesspal.com.', 'modified': '2023-08-25T16:59:44Z'}","Great app, has changed visually over the years (I think I liked the older versions a bit better though), however it has the same content and is still easy to use. Keeps you honest and creates a habit which helps losing weight in the long term. I know I’m serious about losing weight when I start using this app again as it’s so effective in visualising your intakes.",5,False,Nathan_wins,Keeps me on track
2020-10-09 07:24:22,,"Great app that tracks food intake, exercise, weight and other basic metrics.
It is simple and intuitive to use, although a picture of the food would help determine which is the closest match. It has millions (literally) of food items, but it means your chicken salad will have 20 variations. Which one is closest to YOUR chicken salad?
Other than that, and the constant drive to upgrade me to premium and the expected yet annoying adds, it’s very much a handy tool to help you with your goals.",4,False,simondav,"Great, but keeps pushing me to premium"
2023-05-06 00:40:23,"{'id': 36400135, 'body': 'Hi there! Please see https://myfitnesspal.zendesk.com/hc/en-us/articles/360032272852-The-serving-size-I-need-to-log-is-not-available for more information. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us or send us an email to support@myfitnesspal.com.', 'modified': '2023-05-08T18:15:46Z'}","Really useful app that is keeping me accountable, but what is going on with nutrients in percentage? Percentage of what? Daily intake? Total weight of food? Can’t see how either of these are useful or trackable. Food comes labelled in mg, in Australia anyway, and goals should be in mg to account for different requirements. Eg Calcium requirements alter through life based on age, gender, lactation, pregnancy etc so makes sense to be able to track against individual goals",5,False,Vron45,Nutrients in percentages
2023-06-08 04:59:00,"{'id': 37031436, 'body': 'Hi there! Thank you for your review of MyFitnessPal, we are happy to hear you are enjoying the program! If you ever need support from our team, please visit: https://myfitnesspal.zendesk.com/hc/en-us or send us an email to support@myfitnesspal.com.', 'modified': '2023-06-09T16:20:49Z'}","I’ve been using this app to track energy consumption for a couple of years now. I’ve lost and maintained over 20kg. Once you get the hang of the app, it is really easy to make a part of your everyday life! Create and save foods, meals, recipes and always double check the nutritional info when you scan a new barcode! They can be wrong or outdated so please report and update them!",5,False,DA_@home,Life style app
2022-12-15 20:48:07,"{'id': 33772437, 'body': 'Hi, thanks for reaching out. We’re sorry you’re disappointed about Barcode Scan. You can still quick-log previously scanned foods from your history, and free members have access to log any food by searching our global food database. https://bit.ly/3fYl5vj', 'modified': '2022-12-17T00:50:24Z'}","I have been using the basic version of this app for a long time even giving it a go with free premium subscription a try and found that basic was good enough for me. 
Getting rid of barcode scanning shows how greedy the company is getting.  Also it gets frustrating when multiple options shows up for one food item leading to confusion about which one is accurate. 

I don't have time for greedy company who has lost innovation and thinks taking off basic feature and start charging it.",2,False,Aussieniks,Sad to see company is getting greedy
2018-01-01 00:10:45,,"Was a great app- still is to some extent and I’ve been using it for over 7 years but the cost of the premium upgrade for what’s offered is actually laughable, there are plenty of other food tracking apps that offer the ability to more closely track your macros without paying $15 a month... I’m thinking it’s time I actually start seriously looking at what the others have to offer- and no I have no interest in paying $80 upfront every year either, as a one off I would have considered it or if there was considerably more content offered maybe but $80 a year or $15 a month is beyond greedy- will stop recommending this as a good tracking app",1,False,Guru-lulu,Premium rip off
2017-11-21 01:21:58,,"MyFitnessPal is a great free food tracking app and a great food database (avoiding manual input). Only downside is that it’s quite buggy at times.

Feature request: it’s annoying that I can’t add food to a meal and have my search results come from any meal history (and not just the meal I’m in). For example if I eat bacon and eggs for dinner and I try to add bacon to meal 3, my search won’t show the bacon that I eat every weekend as part of meal 1. It’s super annoying that my meals and choices are inconsistent.",4,False,AT_McBride,Great free app and resource - quite buggy (at times)
2019-08-03 02:24:43,,"Really good food database and options to track but this app has gotten worse over the years.

Starting up and 'loading' takes 2-3 seconds, you don't expect that for an app you're opening 5-6 times a day. Fix your startup performance. 

Every time you open and then switch out and back, it resets and reloads. If you're researching a meal, you might have to do it 3-4 times and start from scratch. If you're adding some food and just have to check something outside the app, you gotta start again. And every time you sair 2-3 to 'restart'. It's an app, it should save state.

The amount of clicks to add a food if you need to customise it is way too many (5 I think), there's gotta be a better customer experience.

Users of this app are usually on the go, trying to jot down their food before they forget and these things really make it hard to do so, no point all that functionality is performance and UX is not up to speed.",2,False,Juliano242,Has gone backwards
2022-01-28 13:42:15,"{'id': 27747773, 'body': 'Hi there! We are so happy to hear that the MyFitnessPal app has helped you along with your goals! Keep up the excellent work! :)', 'modified': '2022-01-30T17:46:58Z'}","Have been using this over the last 3-4 years and boom, guaranteed loss of weight.
Hang in there, scan and add where possible and you’ll see results.
For those that aren’t seeing results in the first week, please consider and  consult your Dr asking hormone and blood sugar/hormone levels.
This app works, cost effective and extremely helpful to get you into a routine!
Good luck",5,False,Sumbodie22,Hands down the best no frills app to lose weight!
2022-08-25 02:58:22,"{'id': 31682555, 'body': 'We’re glad to know how you feel (even if we’re sorry you feel that way). Moving Barcode Scan to Premium was a tough decision. Read more about it here if you’d like **-** **https://rebrand.ly/barcode22**', 'modified': '2022-08-26T17:41:24Z'}","I have used MyFitnessPal daily since 2011, but today is the day I finally uninstall the app. This app was all about helping people achieve their goals by assisting in calorie tracking, but over the years greed took over and the developers kept finding new ways to make money off users. 

One by one all the features went premium, yet I still hung onto the app. But after today’s announcement that barcode scanning is now going to be a premium feature, I am out. 

I fully anticipate this app to go on a downward spiral soon enough. Ridiculous pricing model and greed will be its downfall. Much better free alternative apps elsewhere.",1,False,StupidIAPkillthegame,Pure greed
2022-05-24 22:58:55,"{'id': 29974238, 'body': 'Thank you for providing this feedback. We will definitely share this with our team and we appreciate your help as we continue to improve our program!', 'modified': '2022-05-26T04:35:16Z'}","This app works well and has many great features, however some of the core usability features are lacking, namely the search. I create new foods on a daily basis - finding older saved foods can be difficult as a lot of the time, when searched, they aren’t recognised. I’ll go to create them again and it will prompt you, saying they already exist…it’s quite painful. If this could be improved, I’d give it 5 stars.",4,False,Gregsev,"Great app, but has some issues!"
2019-05-07 00:03:18,,"I’ve tried heaps of ways to lose weight and in the end decided there’s no easy way. Just watch what and how much I eat and if I  can, move more.  And MyFitnessPal is THE VERY BEST and easiest/simplest way to do it. I have to account for what I eat and it gives me a chance to change my eating plans to fit my calories remaining. No one can tell me anymore you don’t have to count calories....... for me that just hasn’t worked. Love MyFitnessPal! ❤️🌟❤️",5,False,Yelsel54,Simple and accountable
2018-11-05 21:43:32,,"The app is great in terms of tracking and premium is very helpful in tracking macros. However I’m annoyed at the bugs this has, especially when it’s updated constantly and we have no other way to use the app other than to allow use of our information. It’s constantly closing on me unexpectedly or logging me out and being unable to log back straight away (this problem has been occurring even with updating)  If we’re paying to use the app at the price it is, it should work correctly.",3,False,reviwr111,Closing unexpectedly
2022-06-02 00:46:34,"{'id': 30134830, 'body': 'Thank you for your review of MyFitnessPal, we are happy to hear you are enjoying the program! If you ever need support from our team, please visit: https://myfitnesspal.zendesk.com/hc/en-us or send us an email to support@myfitnesspal.com.', 'modified': '2022-06-03T03:34:17Z'}",I use this app primarily for tracking macros and I notice with the latest version that there have been some changes… the totals for the daily macros has gone from the bottom of the diary entry page.  Please please please can we have this back.  It was an essential feature to quickly see how my plan for the day was working out… where I needed to increase or reduce macros.  Thanks!,5,False,Amoebababe,Love this app but…
2021-01-23 11:07:17,,"Keeps me motivated and accountable, I paid for premium as I don’t pay for a gym membership. I like having the times laid out, but other than that I don’t notice any real difference in free version. Definitely worth it even if your considering going on a diet and not sure, just track everything you eat honestly for a few days, you’ll decide what you want to do and adjust from there. 
Be careful though - it’s addictive!",5,False,Jessranga,Excellent
2019-10-09 21:44:31,,"I am working with the app (and the other app such as MapMyRun, MapMyFitness) for the last 112 days and so happy with the results that I’m getting, and my wife and myself become a massive fans of Under Armour.  

There are few bugs that need to be fixed such as: one time i thought I lost all my database and couldn’t login to the app, some of the data/input is incorrect and I found myself fixing a lot of it.  But overall VERY happy man.",5,False,YanirMer,Thank you so much
2023-08-29 09:55:03,"{'id': 38621948, 'body': 'We are thrilled to hear you have been having success with the MyFitnessPal app. Thank you so much for sharing your feedback. We wish you a lifetime of health and happiness!', 'modified': '2023-08-30T16:15:45Z'}",I’ve been using this app (only the free version) on and off over the past 10 years and have found it to be very user friendly. The food library has grown considerably in that time. I love that you can just scan a barcode and the information is all there with zero effort. It makes it incredibly easy to track eating and exercise.,5,False,Veronica2101,Easy and effective.
2023-10-31 11:40:52,"{'id': 39876683, 'body': 'We are truly sorry for any issues you are having with the app. If you could please send an email to support@myfitnesspal.com for further help. If need be, you can always access the program via our main site at www.myfitnesspal.com.', 'modified': '2023-11-01T19:39:38Z'}","Have used the app in excess of 12 months and have been able to access & use the app post current developers update (5 days ago). However, I’ve been unable to open the app to log food, exercise and track calories/Marcos for past 24hrs. Have updated my phone, turned phone on /off and ensured current version of app is installed. Only option left is to delete app and reinstall. But a warning appears that I’ll lose all data if I delete the app and I don’t want to lose my historical data. Please advise how to resolve issue di I can access app to use it and see historical data. Thanks!",1,False,CYLB444,App not opening
2020-01-31 23:19:18,,"This app is helping me stay on track with what food  I am putting in my mouth. I don’t want to call it a diet and fail again, so I’m trying it. 
It is fun and easy to use and it is certainly assisting me. 
I am probably not using it to it’s fullest potential but after trying many ways to lose weight and not staying on track. This has been the best. I have actually been doing it for a month every day.",5,False,Franny61,I’m trying!!!
2023-07-24 16:29:12,"{'id': 37899030, 'body': 'We do apologize for the confusion. The standard features of MyFitnessPal are free to use. Please see: https://support.myfitnesspal.com/hc/en-us/articles/15457546881805-What-is-included-in-the-free-version- for more on what you can expect in the free version. For additional support please send us an email to support@myfitnesspal.com.', 'modified': '2023-07-25T21:16:31Z'}","Nowhere on the app description or in the tag lines does it indicate this is an app with a paid monthly or annual subscription. The whole point of looking for a new app was to find one that I can purchase once and be done with instead of paying on an ongoing basis. 
App seems okay but based on that I’ll delete and keep looking, just annoyed to have wasted the time setting up an account because the description misses out on the relevant information to my decision.",3,False,Pbjfromauz,Description lacking information
2021-10-31 22:55:07,,"Definitely recommend. Has everything you need to know in regards to what your intake is etc. For FREE it couldn’t get any better, don’t doubt it just download it and see it for yourself. I never review apps but when I do, it has to be very impressive to be worthwhile. Great job team, immaculate app you have constructed, even considered instructed videos for workouts! Unbelievably impressive 👍🏼",5,False,Testeezy,I NEVER REVIEW BUT HAD TO PUT TIME ON THIS ONE
2023-05-20 13:32:52,"{'id': 36624648, 'body': 'Our apologies for any problems you are having. Please reach out to us here https://myfitnesspal.zendesk.com/hc/en-us/requests/new or directly at support@myfitnesspal.com for further help. Thank you.', 'modified': '2023-05-19T19:37:07Z'}","It’s $30 a month for this app First time I bought premium it worked for a few days then there was no option to select any food. I re installed, logged in and out and still same issues. Request a refund 6 months later I was using the free version with 0 issues. Loving the app. I decided to spend the $30 to get premium. Logged my breakfast, hop on at lunch time and I’m signed out? I try singing in and now my account dose t exist? I tried resetting passwords, updating the app and switched my phone off and on. I can’t log in after 1 day of having premium. It’s so annoying",1,True,Averagejoeburger,Always has issues
2020-05-10 03:49:37,,"Haven’t used this app in a while. Went to use it today and was disappointed to find I had to accept terms which I was not happy with, before I could continue using it. I am not sure why you are requesting such personal details when it wasn’t a requirement when I originally signed up! Sadly I will have to find an alternative app.",5,False,Vangie.Weir,Hugely DIssapointed
2020-11-04 12:32:21,,"Such a great app! I use daily and have been for about 2 years now. It has helped me so much in my fitness journey and has lots of great features to use, whatever your goal may be.

The only bad thing I have to say about it is the quality of the app. Even on the most recent update; it is slow running, always jumps and even crashes my phone when I’m using it. I assumed bug fixed with the new update would solve this but it never seems to.",4,False,AliceinAustralia,Almost 5 *’s!!!
2020-07-07 05:44:44,,"WARNING : DO NOT UPDATE

Hey guys just a heads up turn off Auto Updates for this App. Do not update it - will still work the same! They have designed it now to remove free features from this app with every update probably because MFP is trying to make more money from Premium subscriptions. Some features removed with the latest update:
-Extremely invasive banner and pop-up ads
-No opting out if Recipes, Workouts and Plans. I think MFP is moving more toward a lifestyle app more than a calorie counter. Which you are forced into with the latest update.
-Meal sizes appear as only fractions in grams no more decimals when changing serving size
-No more weekly view of macros
-Search function is slower and less options. You have to keep re-entering your search word of the food and click search rather than auto searching with word input.
-You have to select the tick when adding food. No more auto-adding when logging food. You have to confirm each time.

WARNING : DO NOT UPDATE.",1,False,1tRains,WARNING DO NOT UPDATE
2022-12-08 01:49:23,"{'id': 33633734, 'body': 'Hello! We are thrilled to hear you have been enjoying the MyFitnessPal app. Thank you so much for sharing your feedback. We wish you a lifetime of health and happiness!', 'modified': '2022-12-09T13:58:16Z'}",This app has the largest library of foods that I have come across. It isn’t easy to eat the right foods but this app makes it super easy to know what your eating and how much weight you will use and gain because of it. If you use the app accurately and honestly you can achieve whatever weight goals you want. I have only ever used the free version and it is plenty. Get on it,5,False,tustableguy,The best approach
2024-02-11 05:06:44,"{'id': 41908282, 'body': 'Thank you for providing this feedback on the cost of Premium. We will pass this along to the team to review. As a free user, you can still see macronutrient values of foods by tapping into the food itself, or in the Nutrition page. Please also see this article for more information: https://support.myfitnesspal.com/hc/en-us/articles/15457546881805-What-is-included-in-the-free-version-', 'modified': '2024-02-12T21:48:08Z'}","I am a long time user of myfitnesspal but I’d say like anything only the benefits last early on when most products or App’s are new.

Unfortunately this has made itself clear with advertising and features they were not locked on the old version now only available if you pay a ridiculous $120 a year or something close to that. I am not even sure if that’s AUD or USD but either way it’s a fairly lame way at getting you to pay for a full version.

Hey guys are you sick of (Adverts) well we have the solution , just pay $120 a year and we will remove the annoying adverts that get in the way and unlock your breakdown of nutrients so you can see what foods have the most sugar,fat & protein’s in them. C’mon guys the  ability to see this info was available on the old version. 

Even charging like $50 a year would be more realistic.",2,False,dRIANO777,Old format was more user friendly.
2023-06-19 23:06:50,"{'id': 37258330, 'body': 'We know Barcode Scan is convenient, but members can still log any food quickly with a simple food search, from history, or by logging saved meals, recipes, and foods. We do value your feedback and will share with the team.', 'modified': '2023-06-21T19:45:38Z'}","Been using MFP for years, 5+, and it use to be an awesome app. The latest update has taken  what was a free feature, the barcode scanner, for years and put it under subscription service. A shameless cash grab. Especially since there are plenty of other apps offering this same feature free or at a fraction of the price MFP charges. 
I would rather have had to put up with some adds than being forced into paying. 
I always used to recommend this app to anyone interested in tracking their calories or meals. Will only have negative things to say now. I’m sadly disappointed.",1,False,Lozzimacks,Used to be awesome
2023-03-18 03:14:26,"{'id': 35488706, 'body': 'Hi there! Our apologies for any problems you are having with your goals changing, and being continuously logged out. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send an email to support@myfitnesspal.com.', 'modified': '2023-03-20T17:57:43Z'}","Look I love this app but you guys need to update these bugs. They are absolutely terrible. Why does my calorie goals keep changing all the time I want them to be kept on 4000 cal a day and it keeps changing to 3000 another thing is your stupid widget on the iPhone! It tells me I have to login every time I log into your app I am so close to paying a different app because it is just annoying you need a whole new interface, It is so old you guys just need to fix the app. That is the problem. I am on iOS 16 btw and it is just buggy!!",2,False,Rokee16,Deleting this app
2023-02-18 13:50:54,"{'id': 34995104, 'body': 'Our apologies for any problems you are having. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send an email to support@myfitnesspal.com.', 'modified': '2023-02-21T15:31:58Z'}","I could not sign up at all to being with, no matter what it kept saying there was an error. On top of this in terms of data sharing I was not able to select what to agree to or what not to agree to, why put the option to choose when you have to agree to both choices of data sharing to use the app. I still haven’t been able to access the app no matter how many emails I use or whether I sign in with my Apple ID or not.",2,False,DRAGONSKLAZER,Multiple things I do not agree with and I haven’t even used the app properly
2024-08-27 22:49:58,"{'id': 46357985, 'body': 'Thank you for your review of MyFitnessPal, we are thrilled to hear you are enjoying the free version of the program! Keep up the excellent work!', 'modified': '2024-08-29T18:33:54Z'}",MFP can help you lose weight or track your weight easily by logging eaten calories and burned calories from exercise. You can log your weight and other measurements and track them and water intake too. I’ve only ever used the free app but if you pay I understand you can go in deeper with what you want to log and tracking macronutrients. A great easy to use app.,5,False,HarasNameloc,Great free app
2020-06-02 03:28:21,,"Through using this app, I now realise, that good food even the most nutritious food; my weight has grown! Too much of a good thing has ruined my weight! Lol  Everything in moderation; I have said it again and again.... but I now know,  I was in fact NOT moderate. This is an education! Great app! Recommending it to friends, because it’s easy to calculate everything I eat and keep track of what’s going into my body! Thank you!!!",5,False,Gnat777,Educational!!!
2023-09-03 08:06:45,"{'id': 38763570, 'body': 'We are truly sorry for any issues you are having with the app. If you could please visit: https://myfitnesspal.zendesk.com/hc/ or send an email to support@myfitnesspal.com for further help. If need be, you can always access the program via our main site at www.myfitnesspal.com.', 'modified': '2023-09-06T16:18:02Z'}","Amazing app for tracking foods and calories. However, I have been getting a lot of bugs and issues lately. For example, when I go to add a saved meal it adds it twice for some reason. Also, I am struggling to navigate through the my meals page, nothing loads and for some reason, a few of the meals have duplicated with different calories. Even when I got to delete it it doesn’t work properly and just freezes. Could this please be fixed asap so I can use the app.",2,False,angadmalhotra,Good app but getting lots of bug issues
2017-09-14 20:26:34,,"I had been using an older version of this app for many years then after having many problems with it updated to the newer version. Have found this one freezes often and is very slow loading, I also prefer to use offline as I don't have a big internet allowance still trying to decide about buying a subscription.",5,False,Peg.ed,Longtime user
2020-02-20 20:05:20,,"I’ve been using MyFitnessPal for nearly four years now and loving it for the most part. The only thing I wish MFP would add is the ability to add food you create in a recipe instead of adding food from the whole database. Sometimes the food I create doesn’t show up on the database while creating a recipe, and instead it shows similar food with completely different nutritional values. It’s quite annoying.",4,False,tobingtamara,Issue with syncing food database
2019-08-30 12:28:57,,"I have been using this app for about 8 months now and it is really powerful and customizable. Highly recommended, especially the premium features which were essential to me when I was doing the Keto diet and had to watch my macronutrients so closely. Integrates with my Fitbit and the health app for iPhone to  streamline dat recordings too. I know this sounds like a cheesy tagline but honestly... dieting has never been so easy.",5,False,codeninja88,Love it... might be addicted.
2018-02-16 00:25:38,,I can’t put in food that I have ... I can’t change the amount of milk I am having I don’t know how come it says I have a cup when I only have half a cup and it won’t let me edit it ... I used to use this app all the time but I haven’t since I got my Fitbit yrs ago ... very disappointed with this now and trying to push the premium on people not on and it expensive when some people are on pensions,5,False,Margie0257,Fitness Pal
2024-04-09 23:08:58,"{'id': 43207692, 'body': 'Thank you so much for sharing your incredible story! If you are interested, from time to time, we feature some of our members on our main blog. If you would like to be considered for a success story, please see: https://docs.google.com/forms/d/e/1FAIpQLScBigqkdJTAVdjFR5XerhAYekUetBglbCAiQ3nmRFiTGNWO0Q/viewform', 'modified': '2024-04-11T17:47:30Z'}","I’m a 73 yo woman, before subscribing to My Fitness Pal, I could not loose weight.  I have now been able to loose 16k responsibly, incorporating fitness and diet. Just by being accountable for food and drink intake, by way of making good choices. This app helps me everything with daily nutrition allowances, sleep, recipes, fasting monitor and I can link my Fitbit to the app. Thank you for including all of these positive features in just one app. I’d be lost without it. 😘",4,False,Happy & Healthy @ 73 😃,Weight loss
2019-08-15 01:00:26,,"Been using myfitnesspal for a long time, initially I was very strict with it and saw great results..... however these days I use it mainly to track my weight loss progress!
If you like data and analyzing, MyFitnessPal is for you.
Definitely a wonderful app to get your food intake knowledge on the way.....it’s amazing to see the difference in calories between real foods and packaged goods.
I am enjoying this app",5,False,TheDudeandtheWolf,Great app for tracking progress
2024-09-10 06:33:35,"{'id': 46691310, 'body': 'We are sorry to hear you are not enjoying the current experience, but we have passed along this feedback to the appropriate team. If we can help with anything else or want to provide additional suggestions/context, please email us at support@myfitnesspal.com.', 'modified': '2024-09-12T15:34:28Z'}","How this app is editor choice will remain a mystery to me. The app is so poorly designed and unintuitive it’s sad it still is on the market. Inaccurate calories, zero calculators, meal scanning does absolutely nothing - would be better as meal diary… just useless. And also waaaay to expensive. Very poor integration with health and exercise trackers (nightmare set up). Don’t waste your money on it. And for the product managers of MFP - spend some time and money on good UX research. Maybe then you can justify the price you wish to charge for it.",2,False,Ivi Derivi,Very bad usability and way to little integration
2022-12-11 01:56:24,"{'id': 33678771, 'body': 'Thank you for your review of MyFitnessPal, we are happy to hear you are enjoying the program! If you ever need support from our team, please visit: https://myfitnesspal.zendesk.com/hc/en-us or send us an email to support@myfitnesspal.com.', 'modified': '2022-12-12T14:45:13Z'}","Been using this for 3 years and is the best weight, fitness, and life style management product on the market, but when you go premium and get charged over twice the price of a monthly Netflix subscription, you have to question does the premium feature give you value for money? I suppose it’s subjective to each user.",4,False,Phil7428,Great functionality but not worth the money they charge
2022-03-10 08:49:31,"{'id': 28523544, 'body': 'Our apologies for any problems you are having with the reminders. Please reach out to us here https://myfitnesspal.zendesk.com/hc/en-us/requests/new or directly at support@myfitnesspal.com for further help. Thank you.', 'modified': '2022-03-11T20:00:35Z'}","This is a great app for helping you track your weight loss and keep track of how much you eat. (It can be scary to see). I went premium for the first year but did not see any value in renewing the subscription.

My one gripe with the app is it is always telling me I haven’t logged meals… when I have. Small thing I know, but it really, really annoys me. It would be 5 stars if they fixed this.",4,False,DesTROYer8564,A great app for tracking your health journey
2024-04-16 23:10:11,"{'id': 43357012, 'body': 'We are so happy to hear that the MyFitnessPal app has been helping you reach your goals! Keep up the excellent work!', 'modified': '2024-04-18T15:41:23Z'}","A friend told me about MyFitnessPal and initially I was skeptic about it. 
I’ve decided to have a go and use it anyway, to manage my caloric intake. I’ve upgraded to premium as a free trial for the first month to get better features and see how it works. 
Today, two months since I’ve stated using this app, I’ve lost 9kg. It has been an easier journey, knowing my calories limits and how much I should be eating each meal. 
It has helped me to meet my weight loss goal, and I will continue using it until I have a good idea of how much I should be eating just to maintain the ideal weight. It’s thumbs up from me.
Highly recommend this app. 
I’m a 43 years old , active male.",5,False,Adri__01,Great app I’ve lost 9kgs so far.
2023-06-21 04:46:11,"{'id': 37276282, 'body': 'Thank you for your review of MyFitnessPal, we are happy to hear you are enjoying the program! If you ever need support from our team, please visit: https://myfitnesspal.zendesk.com/hc/en-us or send us an email to support@myfitnesspal.com. You may also be interested in joining our Community!', 'modified': '2023-06-22T16:55:11Z'}",I have had a bit of a roller coaster ride so far due to the amount of socialising I have been doing. Food isn’t the problem it’s the ‘bubbly’ which I find hard to resist however I am recording everything that passes my lips and MyFitnessPal is a marvellous app that hopefully will keep me on the straight and narrow going forward,5,False,FFSIAA,Social functions a challenge
2022-10-04 03:55:05,"{'id': 32406579, 'body': 'We’re sorry you’re disappointed with the Barcode Scan news. If you’d like to read more about our decision, check out this blog post - **https://rebrand.ly/barcode22**', 'modified': '2022-10-05T14:32:58Z'}","Charging for use of the barcode scanner is a ridiculous and unfair move to subject loyal users to. I’ve been using MFP since 2013, but I instantly deleted it when I heard about the change. There are plenty of other apps out there which offer MFP’s features for free. Good luck flying too close to the sun, guys. 🙄

EDIT: And please don’t insult me by linking that “explanation” webpage that basically says “we’re taking away a core feature and charginf users to access a database they built in the first place - if you don’t like it, we don’t care.” Cheers.",1,False,braille,Changes to free vs. premium make this app not worth using.
