date,review,rating,isEdited,userName,title
2020-05-09 02:07:46,"I have been an active user for many years and due to my work (also there’s no point in going against them) I have always stringently followed the rules.

I have now been shadowbanned and am having posts deleted/removed from hashtags. I create makeup/cosmetics images and only tag the appropriate brands used etc. I only use hashtags relevant to the images. The only thing I do which I just learned is “problematic” is that my phone is notorious for autocorrecting somewhere between pressing send and it being live, so I simply correct the grammatical errors. 

I have had all these blocks etc popping up for weeks when I wasn’t doing anything wrong. If anything I’m quite a boring user on there. Instagram just ignores you. After the support I have shown their company, the basic respect of a response/resolution wouldn’t be a stretch. Given that I’m one of the few who regularly creates original content, you’d think that they’d honour their word and support that.",1,False,Dee1111111,Discriminated against by app
2019-07-27 00:36:37,"I have been locked out of my own account for 2 days now! Instagram deems my login attempts as “suspicious” and sends me security codes, TO MY OWN EMAIL, yet when I enter the security codes they have provided it tells me they’re incorrect. I’ve contacted Instagram through email, Twitter, Facebook and I’ve even gotten my friends and family to contact them directly through the Instagram app, yet Instagram doesn’t seem to want to help me. This is literally my last straw and the only way to get anybody to see this, ANYBODY WHO CAN HELP ME, please help. I’m very, very disappointed in the lack of response. Instagrams “help centre” is useless. I’ve tried to sign in on other people’s phone, I’ve tried to sign in on a computer, NOTHING! Absolutely ridiculous. I’ve re-set my password multiple times, I’ve confirmed that it’s me signing into my own account every. Single. Time Instagram emails me about my login attempts. I don’t get what’s happening and why it’s happening. Sort it out.",1,False,nadz_dan,HELP! *edit* STILL waiting for some kind of help from Instagram
2020-01-06 03:49:58,I love Insta but it is annoying that when you first start insta it doesn’t let you see other peoples feed and only yours and the people you follows. But lucky for me this is my second account and my first account can definitely help this one. On the other hand Instagram is an amazing site where people can get to know each other and post videos and photo for people to see. People can like you photos follow you and comment on you feeds. It is not hard to sign up to and or log in to. You can video chat with people or text them aka d.m them and it’s fun for every one. If you don’t want anyone random to see your Insta account you can make yours private and than people can’t see you vids and photos who you are following and who is following you.,5,False,Ruby and Frank,Insta
2019-02-25 11:42:31,"I’m sorry, but this is outrageous. I used Instagram to have fun, not to become mad from the unbelievable rules. I signed up, and after I tapped the button to set up my account, it said ‘Make sure your internet connection is on’ and it is! I then tapped the button again, and it said someone else was using it. I was outraged by this, because I’m the only one who is using the email. I then just assume my account was set up, and so I press login and type up all the information. Then it says ‘Your account has been closed for violating laws’? Horrifying! I haven’t even seen the actual Instagram page, just the page that sets you up for Instagram. How could I have already violated laws? I repeated the process with six other accounts, but they all responded with the same answer. I am a ball of fury now! Instagram, if you don’t fix this, your reputation will succumb to a grain of salt and no more new users will be able to sign up. As I said, Outrageous! Definitely only a one star, or maybe even a zero star!",1,False,Justleraner777,Violating Laws?
2022-05-31 00:50:35,"The recent update is spoiling my enjoyment of beautiful images and stories on Instagram. 

Before, you could enjoy the images in all their glory, most of them carefully photographed and edited to look good just as they are. Then you could go on to read the text underneath, clearly readable on a white background.

Now, every image looks duller with the annoying shading at the bottom. You can’t see the image in it’s entirety when the caption is superimposed over the bottom section of the photo. You also can’t see the text in it’s entirety as you have to carefully scroll through it on top of the picture, a couple of lines at a time. It’s also now harder to swipe through multiple images in one post.

This unnecessary update will have two effects on the Instagram community. Photographers will now have to think about how to get around this, instead of simply posting images in their own right. What was once an easy way to share just got a whole lot more work! Secondly, the update restricts written communication. I like to read users’ longer captions, where they tell a story. Sometimes I like to write longer captions too. I think we’ll see this depth of communication drop off. 

Have the app developers even considered how difficult the text is to read for people with dyslexia or vision issues in it’s current format?",1,False,thenicknameisgettingonmynerves,Beautiful images and stories now ruined by Instagram
2021-12-26 11:17:25,"I might not have instagram but I would like to discuss about the hate Thumin has got lately. Thumin has got lots of racism and hate for drawing herself as kiki. As you can see, Thumin is a dark skin toned person so obviously she will draw kiki dark skin toned like her. BUT she got lots of hate and racism because of this and it is ABSOLUTELY DISGUSTING! You might be wondering how this is connected to instagram…let me tell you. Thumin and her fans have been trying to report those nasty comments on her page and you have been giving a notification to them that there is nothing wrong with it.

Thumin has been trying to expose her haters on her page but you have been giving her warnings about how it’s against community guidelines for defending herself and standing up for herself. I think this is completely unacceptable and unfair. Thumin is doing nothing wrong. But on the bright side, I’m excited to get instagram and see what it’s like in the future.",2,False,Pacstar,Unacceptable
2020-11-10 20:35:09,"Man this app is so great but since yesterday it’s been screwing up. I restarted my phone, logged out like 3 times, tried using my data but the issues still persist. The app refuses to post any videos on to my story, it will start uploading and then just freeze, the screen will turn black and then it asks me if I want to try again or delete it. I’ve tried uploading different videos to my story throughout the day and still it doesn’t work. It’s literally been trying to upload a video since yesterday, I’m unhappy. Also, when I want to refresh the app it’ll start loading and then freeze. On my computer there are no issues and I checked with my friends and it’s the same. It can’t be my phone, like I said I’ve restarted it and logged out so many times and all my other apps work great. I’m annoyed, now I’ve logged out again so my page refreshes but now it’s messing up so much that it won’t log me back in. Now I’m just disappointed.",1,False,hannibean,I love Instagram but
2019-04-03 23:39:22,"I love instagram very much, and I’ve always used it. But lately it’s screwed me over so much and I’m completely over it. 
My account got deactivated because of an image I wasn’t aware went against guidelines. I never received a warning or anything and I had never posted anything necessarily “bad” before, so I was confused. I wasn’t allowed to make new accounts and they’d taken away my photography account too (with photos of the sky¿). I used my old spam, changed the name, and made my new account. I kept trying to make a spam and it didn’t work. I logged out of my main account to try and log into a spam I made on a friends phone that had no ties to me (phone number, email etc.) and I haven’t been able to log into my main again ever since. 
I’ve sent countless emails that keep getting ignored and I’ve deleted and re-downloaded the app 5+ times. I had made something I was really proud of, and soon I wanted to start promoting my music on there. 
So, no more of my favourite social media site. 
I’ve tried it all.",1,False,Fxckk.Avaa,F
2024-06-15 12:43:15,"So at the moment I keep having this notification pop up at the bottom of my screen of my phone for literally No apparent reason….. the notification says This story is unavailable. Stories Disappear after 24 hours. There was no need for the notification to repetitively pop up as I was posting a new story. Is anyone els having the same problem?

Literally thinking of deleting the APP. Can someone please tell me why i keep getting this Same problem all the time, where when I create a story, either when I go to search music, the search bar constantly continuously repetitively loads and nothing happens at all, or sometimes ill search for music and none of the top trending artists like Eminem or anything at all (that I’ve seen on instagram music before, isn’t available anymore. I’m really over this app….. keeps doing the exact same thing over and over and over again 🙄",1,False,mtbuller,There is some sort of instagram glitch going on
2022-07-25 04:36:33,though it is not instagram’s fault that i got hacked they’re system and help support is nowhere near helpful towards getting my account back. They not only allowed my account to change emails without my confirmation but they also have a feature where you send a live video selfie to verify that you are a person which sounded like a relief at first but right after doing it you’ll come to find out it is actually a bot “analysing” these video selfies and you will get an email saying that they can not verify your identity in a matter of only FIVE MINUTES even though they said they will process it for 3-4 days this not only happened once but now more than 10 times I don’t understand how i look like a robot and not a human after sending video selfies 10 times following the instructions. Now the person on my account is highly likely to be getting my information and pretending to be me to hack the rest of my followers. good one instagram.,1,False,alteuer,HACKED
2021-10-12 23:46:27,"I have never had a problem with Instagram until now. I have used it since 2013 and loved it as a photographer and now as a creator. However, the introduction to reels and the fact that the algorithm pushes reels above static images is ridiculous if everyone does not have access to it. I have complained and reported this to Instagram help centre multiple times and received nothing back. Majority of australia have access to reels, and a couple of my other accounts have access to it, besides my content creator account that relies heavily on this function if I want to have fair game as a creator. I have lost thousands of dollars due to the fact that I do not have this function and i know many other creators can relate. I think it’s a poor choice to introduce a feature and push it in the algorithm if not everyone has access to it. It is disappointing as a long time user and unfair.",2,False,🤍🍋🕊,Give everyone access to reels
2020-07-07 04:29:40,I give instagram 1 star as they have disabled our account marrkezpugs 1 week ago and given us no warning or communication in regards to this decision. We have only ever posted our Pug & puppy photos and videos and never violated any of their community guidelines. Numerous messages to the support/help and not one response to help us enable our profile. We have had this profile for years and never had one issue until a week ago. Now our private instagram which is linked on our devices is not accessible on our apple devices even though it is still there when we log in on google. Obviously this is useless as well as we are unable to post photos on our private profile through google. Not good enough instagram as you are clearly not monitoring and checking your messages or content on profiles before disabling unfairly.,3,False,marrkezpugs,Disabled account for no reason and no warnings
2018-11-05 10:47:38,"When trying to post they end up just disappearing, I will have to try and try again, also keep in mind that this is both using data and wifi, sometimes even both. It angers me just trying to post about a good experience. Instagram used to be my favourite app, but not that these post take almost an hour to just finish the processing state and make me delete the app 3 times just bring it down to the rock bottom. 

Not only that, but I’m late on updates, I’m still waiting for the music update which I can do but it’s just a bit sad not being able to share music. This pisses me off EVERYTIME I have to think about. I may distort my phone for being so aggressive, please fix this fast. We expect better and nothing less.",5,False,@drmville,Just disappointed
2022-09-25 08:00:18,"My sister was addicted to this app like ,addicted I didn’t see such greatness in this app until I downloaded it I didn’t use it much until me and my family went to india for holidays where I am from and my I met a friend she lived at my parents hometown 2 hours away from where we were staying I would chat with her on Insta everyday and, after a disturbing fight I found out some new features as blocking,…..I blocked her and her friend told me to unblock I didn’t and over there the girl who told me to unblock. Didn’t know that it was her fault anyways after that my dad found out and told me the same thing. I sadly agreed and she texted me that instagram is banned fr9 my acc,..because with her fake accounts she had reported me! My acc had gone but after 1 week it came back I’m shocked but how?",4,False,siddtarth1330com .,Life changing
2022-07-04 22:27:35,"Instagram has no control over privacy. Instagram’s process for recovering accounts is so cumbersome or non-existent, that if subjected to a hack, you will need to rely on third-party social media experts or white-hat hackers, or ignorance at any cost to help you regain access or delete. Instagram keeps largely silent about the issue, while thousands+ of accounts are subjected to hacking daily. We pour so much of ourselves into these devices and platforms either through personal details, stories shared with others, photos, etc and it is scary to find out that this ""bubble of security"" we all think we have isn't actually so private or secure in the end at all. It feels quite powerless and sickening. I'm sorry this is happened to myself and others, it’s a roller coaster. If you choose to invest so much of yourself - know that at anytime a creeper or worse can take it all away from you, and you will be left powerless and unsupported. Time and energy better served in reality.",1,False,Hackersarejerks,NO CONTROL OVER HACKERS
2018-07-12 03:09:57,"I absolutely love Instagram and I’ve had it for years now. At about last year ish I changed my account to a business account. The problem with it is that I can’t access my saved photos without saving another photo into the saved collection. Before I had the business account I was able to click on my profile picture and press on the little banner for the ‘saved’ option. Since I got the business account it doesn’t give me the option to go there anymore. My friends are also experiencing the same issues.

 Other than this, I have nothing to fault from instagram. It’s an amazing app in which allows you to share photos and videos and interact with friends and new people. ❤️",5,False,wickedpipes,Can’t  access saved photos & videos
2018-01-07 07:48:07,I use Instagram very often but ever since I got a new phone there have been problems with the sound on videos. Every time I try to watch a video the sound will only last for about 15 seconds and then turn off and the video will continue to play without sound. I then tap out of the video and then go onto it again and the sound will last for about 30 seconds then switch off. Then I tap out and go onto the video again and it will last about 45 seconds. This will keep happening until the video ends. So I can only watch 15 second of a video with sound at a time and it is really frustrating especially when I try to watch a longer video. How can I fix this because it doesn’t happen to anyone else I know?,5,False,Honestly hooked on hooked,HELP WITH SOUND!!
2020-03-04 16:07:49,"Instagram has become very unmeasurable censoring patrons whom are right wing conservatives or from my experience speaking up against anti semantic posts to which the ones i have reported against Israel and Jewish people are accepted. I wrote a comment that it was refreshing to see a group of  millennials unselfish and non self absorbed doing a kind act buying sports wear for a class mate who wore same clothes for a year covered by fox news, and i was punished for two days not able to like pictures or comment or follow anyone new. Highly irregular and hypocritical. The amount of anti semantic posts scares me on Instagram but what scares me more is instagram not policing this allowing hate to a minority group anti Jewish posts and anti Israel posts it is very scary. Is instagram a regime? Because I’m confused?!!",5,False,carey9,Concerns
2022-06-06 12:50:52,"I’ve been using this app for many years. I have seen the user interface change dramatically. The most recent update however has changed things dramatically for the worse.

Pictures and videos are now greyed out on the top and bottom edges of the screen making you need to pinch the screen just to see the post in full clarity without a cheap translucent gradient.

I’m also unable to share a particular slide of a post to my own story. This was a feature before the new update. Incredibly annoying to use this app while others have the older version. I wish I could revert. A number of users I know don’t want to update the app due to the changes.

Additionally, the interface is just plain boring. It’s a huge downgrade from what was once clean cut and modern. It’s now difficult to use for new users and current users alike. With content being cut off and a complete change between what version people are using.

Also forgot to mention that when tagging people Instagram no longer shows where a poster placed the tag. So in a sea of faces you don’t know who’s who at all. It just gives you a list of tagged people even though when posting, the app gives you an option to place the specific tag.

It’s simply an ugly app now. On a pursuit for constant innovation they have gone completely backwards on what made them unique.

Such a shame.",1,False,wolfnxzd,New UI is terrible
2022-05-09 10:31:51,I woke up on Sunday thinking that someone had hacked my Instagram. The dark gradient colours that are blurred behind the photos on the feed and between my photos tiles are horrible it makes it hard to scroll and it doesn’t feel effortless. Trying to slide across on the multiple photos where they used to be dots and now it’s lines is hard to do. The fact that I can’t see the whole caption underneath a post is really impractical too. I went through my whole phone settings and Instagram settings on Sunday thinking that my Instagram had a bug but after reading these reviews I realise that it must be the new version of Instagram? I hope it gets changed back.,5,False,Shezza24D,Bring the white background back!
2023-01-16 10:28:15,"Spent a considerable amount of time and effort using the app like they want you to, gathering a following, creating quality content. But with every new update comes new issues. I now have a bug on my profile that means followers can’t see the link to my website to access the full long form content I’m sharing previews of. This would be fine if there was ANY way of getting in touch with Instagram to actually get the problem resolved. Submitted multiple bug report for months, never heard anything, bug never resolved. I have scoured the internet trying to find a way to talk to anyone, any kind of support person, and there is no email, no chat bot, no ticket system, absolutely no way to report an issue and actually have someone get back to you. I don’t know why I continue to make content for a company that has absolutely no interest in helping it’s content creators or in their experience with its products.",1,False,im_dead_spexy,Absolutely no support
2020-05-20 17:30:33,"I am not sure why I am writing this review. Facebook is too big to care and judging by others most people enjoy what Instagram has become so they won’t care either. 

While this visual platform has some amazing features and tools and is one of the only platforms that you can still reach your target audience without spending money, it’s becoming less and less so. 

Reach has decreased, hashtags are working at seldom, the insights and tools for managing your account are poor and undeveloped. All the time that is put into great new features feels pointless when Instagram is not working like it used to and you can’t manage account without external apps. And now that we can’t use those this platform is too time consuming with less results. 

Instagram would be smart to listen to what we need. Here are few examples: 
- best performing hashtags from the ones we use
- more accurate best time to post 
- better follower management tools (who are my top fans, inactive accounts & ghost followers) 
- line breaks!! how hard is it to do? 
- filter accounts based on location, gender 
- banned hashtag checker 

If Instagram invests in education on how to use their platform more people will do the right thing and there would be less spam and TOS breaking activity. We should not have to guess how algorithm works - give us your best practices so we can do well - than maybe we will like using your app more.",1,False,luminarist,I used to love Instagram
2018-10-07 12:09:07,"Okay so I love instagram and I’m always on it but I absolutely hate when I make an account and can’t delete it because it’s so annoying and it’s just always there and I don’t want it. Also another thing, I got logged out of an account and it won’t let me get back into it, I am putting in the write password but it just doesn’t seem to work and every time i press the button where it’s supposed to send me a message and I can press it and it will then take me to the account I want, it just sends me to the wrong account. 😡 I know it’s for privacy reasons that instagram does this kind of stuff but it’s so frustrating and now I can’t get back into the account I wanted to go to,  so instagram you need to fix that, please. ☹️",5,False,NNMND,Can’t delete accounts
2019-04-29 04:33:12,"For the past few weeks, I’ve gotten notifications every time I open the app, about ‘You’ve been logged out of this account!’ or ‘Please Log Back In!’. These notifications have always been incorrect—the minute I clicked ‘ok’, I was able to access any account they said I wouldn’t be able to. Recently, two accounts I was able to access have been ‘disabled’. Rather, one has been disabled (without warning or reason), and one simply says ‘Error! You can’t log into this account’, while the account itself is fine. I’ve reset my password, and my phone, deleted and redownloaded the app, but nothing is working. I’m upset and disappointed; I’ve emailed Instagram Support and have received no help whatsoever. Step your act up Instagram, because this has happened to at least three friends of mine as well.

EDIT: i was just logged out of my main account as well. I have one photo posted on that account of a FACE, nothing that would violate any terms.",1,False,rmibus,disabled accounts/unable to login
2024-03-04 11:14:35,"I recently got the option to not see suggested posts in my feed for 30 days. It’s the second time I’ve had that option and each time it makes such an incredible difference to how much I enjoy the app. I find it so frustrating and dull when my feed is filled with all these posts from strange accounts. But seeing more posts from the friends, makers, and other accounts I’ve chosen to follow makes me so happy, intrigued, and engaged. It bothers me how many followed accounts I’ve forgotten about because the algorithm deemed them unworthy for whatever highhanded and incorrect reason. 

I guess meta gets more money from suggesting random things than from actually providing what we want? Whatever the underlying reason for the algorithm, realising the extent of the algorithm’s influence on my feed always infuriates me.",2,False,Whyknotish,"Unsurprisingly, only seeing content from followed accounts is so much better"
2021-08-31 16:24:45,Initially the app worked well for me. I’d started using it because a lot of people I met tended to use it as their primary way of keeping in contact. I wasn’t aware that there is a limit of posts you can like within an hour (apparently that number is 30 for newer accounts). I got banned because I exceeded the number of posts I could like and apparently that made my account look suspicious. They give absolutely no warning to let you know that you’re exceeding a limit they created. So now my account is completely disabled and I have no knowledge if I’ll get it back. I’m not even allowed to make a new one. In order to appeal this ban Instagram requires you to send a photo of your face while holding a sheet of paper with your details for them to even try to assist you. They haven’t responded to me even when I did this. I’ve now lost contact with a lot of great people I’d met at university.,1,False,ArseKetchup1,Instagram likes to dish out bans like they’re going out of fashion
2020-05-20 13:18:38,"My friend has zero posts and a private account that she only lets friends or family follow and it’s saying she cannot like posts because she “tried to buy likes a follows” I am so angy right now and instagram is poopy bum head. A similar thing happened to me when I was unfollowing a bunch of people so I wouldn’t get a spammer feed and I had to wait an entire year to be able to unfollow all the people I wanted to unfollow because I was restricted from liking, following or unfollowing accounts. I also had a shared drawing account with my friends and we weren’t even allowed to post on the account which defeats the entire purpose because we “violated community guidelines” which I find ridiculous because we had done so in no way possible. I think instagram should focus more on removing nsfw posts like the ones that sexualise literal minors rather than preventing innocent people from using their accounts. I have said what I’ve said, instagram is poopy bum stink old fat yucky mean ugly man dumb bum face head.",1,False,pequeño hombre,INSTAGRAM POOPY
2018-03-20 22:46:50,"I've always loved Instagram, but I hate the new way my feed appears. I want to be able to see all posts of people I follow in The order that they were posted. I've chosen to follow them, if I don't want to see their feed, I can delete them. I don't want YOU to choose what I see! 

This app used to be about the users, now it's about what you want us to see. It's the exact reason I stopped using Facebook as much!

Update Nov 2017. Officially the slowest app of all my social media to load content while travelling. Has always been my go to as it was quick & easy. I have LOST 12 posts while away this trip! 

It’s becoming a joke & I’m inclined to delete the app when I get home!

Update Feb 2018
I love that there are now different fonts that can be used in stories. Not sure why it is only available on two of my three accounts though!

Also still very annoying that posts are not in chronological order. I miss so many posts now it  is ridiculous! Surely it’s about time you fix this?!

Update March 2018
Regular updates, but still don’t have access to the different fonts or even the mention button on all of my accounts. And what happened to the Gif button? Pretty disappointed about the completely lack of communication from Instagram to any enquires or feedback.",3,False,Bossy79,Order
2023-11-06 22:13:47,"Ever since Facebook bought Instagram it’s become the new cesspool of disgustingness. Recently I got banned for commenting on videos for 4 days when reality is people who make scams and post inappropriate content don’t get slapped with bans and are allowed to make a second account. How many times have I reported something and been told “due to large amounts of reports we can’t look at this one but we don’t think it’s bad” bs message back?! Too many to think they need to hire more people for this stuff; but the one time someone probably posts about animal cruelty reports my comment ALONG WITH THE OTHER COMMENTS that I don’t like some famous person because they have toxic views and I get slapped with a ban.
Facebook was unfair to me when they sided with a girl who bullied me so I left so maybe I’ll leave instagram and report these companies as siding with the bully and supporting dumb influencers who get treated like royalty while the non influencers get treated like dirt",1,False,(Bro was taken),P O S app
2021-11-14 02:59:06,"Had my account for close to 2 years, never had any complaints agains’t me or my account never even been in trouble on there! yet Instagram have been deleting my images of animals even images I took over a year ago of Kangaroos, Dingoes and Koalas that I personally took myself using my own camera claiming they are a violation, seriously how can they be a violation when they are wild animals and other people are posting similar photos to me and they don’t have their images removed. To top everything off Instagram have now blocked me from accessing my account unless I take a selfie video to confirm my identity! which I cannot do as my entire account is photos I took myself of animals, I don’t have a single selfie on my account so I have no way of confirming my identity. Thank you so very much IG you have not only cost me my account but, I have also lost well over 600 photos including photos I won awards for because of you.",1,False,DanielleDanoBee,Not Happy
2017-10-04 10:56:36,"Instagram is a great way to catch up and interact with all your friends and family, you can follow celebrities and see their latest posts, you could turn on their post notifications if you would like to be notified when they post something, you can watch different types of videos like makeup and hair tutorials, funny videos, cooking and lots, lots more, there are even suggested videos that have been chosen to suit your interests and to make sure they’re what you like! You can text people and send them photos and videos that other people have shared and create group chats with all your friends and family! I definitely suggest downloading Instagram as it is a great app that I and many other people use all the time!",5,False,D_m_boland,Instagram
2017-11-04 13:59:37,"Like everyone else I'd prefer my feed to show in chronological order as also like everyone else I see the same stuff over & over.
I also reported a problem with the My Story feature where it's not showing photos from my camera roll from 24 hours ago even when they're taken well within that time frame. That leads to my next complaint...why did you even bring in the 24 hours limit. Stupidest feature ever!
Can you also include a character limit in the post as in show the amount of characters left. 3/4 of the time I post a photo & none of my comments or hashtags appear so then I have to edit the post and only then I realise it's over the character limit.
Thanks.",5,False,miss_knight72,Love it but annoying 'features'
2022-05-10 09:34:38,"Hi, I can appreciate you need to keep the platform fresh and update the look and feel but the new format is horrible and looks tacky. Captions with photos appear to be overlaying with images what already have copy on them which makes it hard to read. The big ugly box behind images takes away from the user experience of being easy on the eye and the experience that the moments/pics are captured in time and shared with others. They look more like an edited image dumbed on a background. It’s just not a nice look and feel anymore. I love Instagram but I just haven’t been enjoying the change and flow of scrolling anymore. I also understand it takes time to get use to a change and I’m all for that but when it’s not easy on the eye it makes it hard. Happy to explain further if you require more feedback. Appreciate the platform gathering this type of insights to hopefully inform other changes.",1,False,Em_monty,New layout
2020-11-18 05:20:18,"I actually miss the original IG. Honestly, sometimes simple is better. The thing I hate the most about IG now, other than the useless shop feature, is the algorithm. I know celebrities need engagement but has IG forgotten who their original target audience was? Have they just forgotten that regular people exist and us regular people wanna see our regular friends’ posts? It’s so rare that I see my friends posts and I’d much rather a chronological order of recent posts on my feed than this ridiculous excuse of an algorithm. The people who are currently working on this app has COMPLETELY lost sight of what the app originally was. Like what is IG now?? A shop?? An app made for celebrities to showcase their luxurious lifestyles and constantly remind us regular folk of how poor we are?? What happened to it being about photography and memories? Yeah honestly at this point I might as well delete this app, cause it doesn’t do anything for me and besides Twitter is so much better anyway.",1,False,Tabby-Ru,IG Fell Off
2023-06-28 21:53:46,"Once the amazing authentic and raw creative platform that was very loved, Instagram has become a tiktok clone with the toxic audience of Facebook since being purchased by Meta, becoming a terrible platform full of negativity and hatred.
The changes to the app are deliberately squashing out instagram’s original intended audience: artists and small creators. These changes include promotion of video over images, removal of the “recent” tab in hashtag exploring, limiting use of words that allow creators to direct their followers to their links or online stores and promote their work, over censorship of artistic content both visual and verbal. It’s a sterile controlled environment, lacking freedom and full of hate.
It used to be a fun place to share with friends and follow artists that inspired me and post my work, but now it’s so full of misery that it makes my life worse to use it. I haven’t posted in a long time because there’s no point.",1,False,Airie17,"Tiktok clone, bad for artists, no freedom & full of hate"
2022-07-17 02:47:04,"I love this app app and have used it for years. However, after stumbling across a tiktok on my fyp I was made aware of the terms pedophiles use online to hide themselves. I took this to instagram to report any accounts I found and was shocked when I found hundreds of accounts. Many accounts were private, but contained phrases such as ‘i love cheese pizza’ and ‘i like the little things’ and emojis like ‘🧀🍕🍬🍭’ After reporting many accounts and posts that had children posed in a sexual matter, obviously disrupting their safety, I was appalled to have my reports overruled. Instagram kept up these images. Even so, I was only given the option to send another review on some posts, not even all of them! I’m very disappointed in this app. This app is making it extremely easy for pedophiles to converse, group together and share photos of children. You should be protecting the children on your app instagram.",1,False,lanzsevo,this app contributes heavily to child pornography
2021-08-02 21:36:40,"For the last month I haven’t been able to share my posts or anyone else’s posts to my story. I’m a artist/dancer and this helps me with supporting other dancers and sharing/promoting myself. I have reported this problem multiple times and have received no response. I’ve tried everything for it stop, but everytime I update a new version that promises to fix bugs and issues, it gets worse. I just updated to the new version and now I can’t see any of the stories of people I am following at the top of the page. I’m unsure what this is or what I did. Instagram won’t answer me or help me with these problems. I’ve been patient and have waited over a month for possibly anything. If you’re going to get rid things like that or know that it happens, at the very least tell us why. This is very irritating",2,False,DanKatFis,Stories are not showing and won’t let me share posts on my story
2020-11-16 08:04:15,"My Instagram account was mistakenly disabled by the Instagram Team for violating the Instagram terms of service for ‘artificially collecting likes, followers or shares, posting repetitive content or repeatedly contacting people for commercial purposes without their consent.’ I did not engage in any of this behaviour and have not violated the Instagram terms of service.

I have tried to contact the Instagram Team via every avenue to resolve this issue - I have filled in countless forms in relation to our accounts being mistakenly disabled, I have sent countless emails with a requested image to the Instagram Team, I have attempted to contact the Instagram Head Office and left voicemails, I have contacted Facebook Business support, etc. - but I have not heard anything back from the Instagram Team despite following all of their instructions.

It has now been over three weeks and I have literally had no support, which has had a negative impact on my mental health.",1,False,YungTakamaru420,Worst customer support I have experienced in my life
2019-03-01 06:26:48,I absolutely flipping love insagram I had this app since it first came out it’s changed soo much in a good way I can go live I can dm I can post on my story I can tag people on post ect. I also love how I can login on the computer anyway I do have somethings that make it better firstly I have more then 16 friends and we had I have to update friends on what’s going on in the group chat maybe the limit of people in a group chat should be 20. Also while I am on the topic of having a group chat it’s good and all but we post like every day and thing get lost eg photos and vids like sometimes I have to scroll up for like a few minutes to find a picture or vid so maybe in the next update have a thing like WhatsApp with the icon and you can see all videos photos and links that have been sent.,4,False,Jj123465,I love it but...
2023-10-30 01:28:34,"I love the Instagram app, however, I have been having difficulties with my Instagram highlights for a while, I am finding when tapping through them to view, some are not playing music and others do not load the images or are very pixilated. I have tried logging out, deleting the app, and reporting the issue multiple times utilising the shake method, however there has been no change. 

After searching online, have found multiple other users are also experiencing this issue and it is impacting our experience. I personally really enjoy viewing my highlights memories and am disappointed when the chosen music doesn’t play and/or the images don’t load. 

After reporting multiple times with no results I am turning to a review to hopefully get the issue fixed.",3,False,pandaa1112,Highlights glitchy
2023-02-07 14:17:17,"It might be my most used social media app, but it’s also one of the ones I hate the most out of what I’ve got. I’m constantly being given posts on my explore page in Indonesian, except
I am not Indonesian 👹I’m given what I want in different forms and it’s so frustrating because it turns out there isn’t really a solution since a lot of other people have similar problems with other languages. I usually scroll through twitter threads posted on accounts that come up often on my explore page, but now Indonesian posts show up with only pictures or videos and nothing else, and Indonesian comments are constantly brought up on the most random reels and comment sections it drives me crazy. It doesn’t really sound like a struggle until you experience it, especially since I use Instagram so much.",3,False,stop doing this please,👹
2020-11-12 01:16:04,"Awful update. It removed the activity tab and replaced it with a tab for the Instagram store. Also the upload tab was removed and replaced by their tiktok clone attempt called Instagram reels. The whole point of Instagram is uploading pictures and checking who likes and follows you, removing them and putting them in inconvenient places is just awful and defeats the entire purpose of Instagram for profit. Instagram store and reels are a clunky mess anyway. Absolutely annoyed by this update its trash and ruined Instagram for me, I don’t care about the badly implemented store or the unfunny generic content Instagram forces onto viewers on reels. Also the amount of ads had gotten ridiculous. Every 3 posts there is a ad, Instagram cares more for advertisers than its users. There’s more ads than content. Instagram is a unusable mess ever since Facebook brought it. Facebook is responsible for these awful updates and excessive ads.",1,False,tailz100,Awful update. Removed activity tab and replaced with store tab
2020-09-29 14:34:23,"In the last 8 or so years of using Instagram I’ve never experienced such a problem. 

Since the last 2-3 months i have been facing an issue which is very unfair and frustrating. 
Every time i try to like/ comment on my own post or some ones post, i get a message saying “Try again later” - Your account has been temporarily blocked from taking this action. Sharing your account with a service that helps you get more likes or followers goes against our community guidelines. 

To set it straight I haven’t done any such act as mentioned in the above message. I did try reporting this problem a couple of times thinking i might have actually done something by mistake. 

This has happened to me about 7-8 times by now. And every time it happens the block stays for a couple of days. 

I have tried reporting this problem many times but nobody has replied back. 

There is no way to contact Instagram support through a call or even email. The only way i could try is by reporting a problem through the app. 
I really hope that i get a reply through this way.",5,False,Sharu101,No response from support
2018-07-19 08:20:58,"I am logged into two accounts on my instagram. One is my main account, this account works fine with stories, highlights and posts. However, the DMs often have glitches and I am unable to type without restarting the app. This is a manageable issue, in comparison to the problems I have encountered with my second account. I cannot archive stories, I cannot post highlights (for this reason) and it has even more glitches than the other account. Both accounts are on the same device and that’s why it’s confusing, because no matter which device I log into or go on, it’s almost as if the second account is stuck in a version of the past. Please fix this problem as I really love instagram and all its features, but this is really very annoying and a ridiculous effort to try and fix when there is no direct help line or email system. Every account has a seperate glitch and that’s why I do not recommend Instagram.",1,False,stephanie col,Annoying glitches!
